ID,Age_Group,Gender,Employment,Income,Education,Cafe_Frequency,Reading_Frequency,Visit_Reason,Coffee_Preferences,Food_Preferences,Favorite_Genres,Avg_Spend_AED,Total_Spend_AED,Willing_Pay_Membership,Consider_Membership,Visit_Likelihood,Will_Recommend
345,25-34,Male,Full-time employed,"20,001 - 35,000",Diploma/Vocational Training,Once a week,Regular reader (3-5 times per week),Ambiance and interior design,Arabic/Turkish Coffee|Fresh Juices/Smoothies|Non-caffeinated beverages only,"Desserts (cakes, brownies)|Light snacks (cookies, biscuits)|Traditional Arabic sweets",Non-Fiction - Biography/Memoir|Non-Fiction - Business/Self-Help|Non-Fiction - History/Politics|Poetry,33,77,226,"Yes, definitely",Definitely will visit,Probably yes
346,45-54,Male,Homemaker,"35,001 - 50,000",Diploma/Vocational Training,Once a week,Daily reader (read every day),"Relaxation and ""me-time""","Cold Brew/Iced Coffee|Specialty Coffee (Flat White, Cortado, Macchiato)|Tea (Black, Green, Herbal)",Breakfast items|Sandwiches/Wraps,Fiction - Contemporary/Romance|Fiction - Mystery/Thriller|Non-Fiction - Science/Technology,35,61,0,Probably not,Definitely will visit,Definitely yes
347,55+,Prefer not to say,Retired,"35,001 - 50,000",Master's Degree,2-3 times per month,Regular reader (3-5 times per week),Ambiance and interior design|Location convenience,Cold Brew/Iced Coffee|Filter/Drip Coffee|Hot Chocolate,"No food, just beverages|Vegan/Healthy options",Fiction - Literary|Fiction - Science Fiction/Fantasy|Non-Fiction - History/Politics|Other|Religious/Spiritual,51,104,236,"Yes, depending on price",Definitely will visit,Probably yes
348,25-34,Male,Full-time employed,"20,001 - 35,000",Master's Degree,Once a week,Regular reader (3-5 times per week),Free WiFi,"Espresso-based (Cappuccino, Latte, Americano)|Hot Chocolate|Tea (Black, Green, Herbal)","Light snacks (cookies, biscuits)|Salads|Sandwiches/Wraps|Traditional Arabic sweets",Children's/Young Adult|Fiction - Mystery/Thriller|Poetry,29,50,345,"Yes, depending on price",Probably will visit,Probably yes
349,35-44,Prefer not to say,Full-time employed,"Above 75,000",Bachelor's Degree,2-3 times per week,Regular reader (3-5 times per week),Business meetings,"Espresso-based (Cappuccino, Latte, Americano)|Fresh Juices/Smoothies","Desserts (cakes, brownies)|Pastries (croissants, muffins)|Traditional Arabic sweets|Vegan/Healthy options",Fiction - Literary|Fiction - Mystery/Thriller|Fiction - Science Fiction/Fantasy|Non-Fiction - History/Politics|Non-Fiction - Science/Technology,89,243,272,"Yes, definitely",Definitely will visit,Definitely yes
350,25-34,Female,Full-time employed,Prefer not to say,Bachelor's Degree,Once a week,Regular reader (3-5 times per week),Social meetings with friends/colleagues,Filter/Drip Coffee|Fresh Juices/Smoothies,"International cuisine options|Pastries (croissants, muffins)|Sandwiches/Wraps|Vegan/Healthy options",Children's/Young Adult|Comics/Graphic Novels|Religious/Spiritual,50,103,190,"Yes, definitely",Definitely will visit,Definitely yes
351,55+,Female,Full-time employed,"20,001 - 35,000",Diploma/Vocational Training,2-3 times per month,Daily reader (read every day),"Relaxation and ""me-time""","Espresso-based (Cappuccino, Latte, Americano)|Specialty Coffee (Flat White, Cortado, Macchiato)",Breakfast items|International cuisine options|Sandwiches/Wraps,Fiction - Mystery/Thriller|Fiction - Science Fiction/Fantasy|Religious/Spiritual,26,57,246,Maybe,Probably will visit,Definitely yes
352,35-44,Prefer not to say,Full-time employed,"Above 75,000",Diploma/Vocational Training,Once a week,Monthly reader (few times a month),Free WiFi,"Fresh Juices/Smoothies|Tea (Black, Green, Herbal)",Breakfast items|Traditional Arabic sweets,Fiction - Mystery/Thriller|Fiction - Science Fiction/Fantasy|Non-Fiction - Biography/Memoir|Non-Fiction - Science/Technology|Other,120,193,405,"Yes, depending on price",Probably will visit,Probably yes
353,55+,Prefer not to say,Retired,"20,001 - 35,000",Master's Degree,Once a week,Monthly reader (few times a month),"Relaxation and ""me-time""",Filter/Drip Coffee|Hot Chocolate,"Breakfast items|No food, just beverages|Pastries (croissants, muffins)|Traditional Arabic sweets",Fiction - Contemporary/Romance|Other,37,85,316,"Yes, definitely",Definitely will visit,Definitely yes
354,18-24,Female,Student,"Less than 5,000",High School or below,2-3 times per month,Monthly reader (few times a month),Ambiance and interior design|Social meetings with friends/colleagues,"Filter/Drip Coffee|Flavored Coffee (Vanilla, Caramel, Hazelnut)|Hot Chocolate","Breakfast items|International cuisine options|No food, just beverages|Vegan/Healthy options",Fiction - Literary|Other,12,20,0,Probably not,Probably will visit,Probably yes
355,55+,Male,Unemployed,Prefer not to say,High School or below,Rarely/Never,Non-reader,Coffee/beverages quality,"Fresh Juices/Smoothies|Tea (Black, Green, Herbal)","Breakfast items|Desserts (cakes, brownies)",Unknown,36,51,123,"Yes, depending on price",Definitely won't visit,Probably not
356,25-34,Female,Full-time employed,"Above 75,000",Bachelor's Degree,Once a week,Occasional reader (1-2 times per week),Coffee/beverages quality|Work/study in a different environment,"Espresso-based (Cappuccino, Latte, Americano)|Fresh Juices/Smoothies",Sandwiches/Wraps|Traditional Arabic sweets,Comics/Graphic Novels|Fiction - Mystery/Thriller|Fiction - Science Fiction/Fantasy|Other,98,203,357,"Yes, depending on price",Might visit,Definitely not
357,55+,Male,Retired,"20,001 - 35,000",High School or below,2-3 times per week,Monthly reader (few times a month),Social meetings with friends/colleagues,"Arabic/Turkish Coffee|Espresso-based (Cappuccino, Latte, Americano)|Filter/Drip Coffee|Hot Chocolate","Desserts (cakes, brownies)|Vegan/Healthy options",Comics/Graphic Novels|Non-Fiction - Biography/Memoir|Other|Religious/Spiritual,30,55,0,Probably not,Probably will visit,Probably yes
358,25-34,Female,Self-employed/Business owner,"10,001 - 20,000",Bachelor's Degree,Daily,Regular reader (3-5 times per week),Business meetings|Coffee/beverages quality,"Espresso-based (Cappuccino, Latte, Americano)|Non-caffeinated beverages only",Breakfast items|Vegan/Healthy options,Comics/Graphic Novels|Fiction - Mystery/Thriller|Non-Fiction - Biography/Memoir|Non-Fiction - Business/Self-Help|Religious/Spiritual,31,50,129,"Yes, depending on price",Definitely will visit,Probably yes
359,18-24,Male,Student,"10,001 - 20,000",High School or below,Once a month,Regular reader (3-5 times per week),Social meetings with friends/colleagues|Work/study in a different environment,"Arabic/Turkish Coffee|Espresso-based (Cappuccino, Latte, Americano)|Filter/Drip Coffee|Specialty Coffee (Flat White, Cortado, Macchiato)","Light snacks (cookies, biscuits)|Pastries (croissants, muffins)|Salads",Fiction - Mystery/Thriller|Other,40,94,124,Maybe,Definitely will visit,Probably yes
360,25-34,Female,Full-time employed,"10,001 - 20,000",Bachelor's Degree,Rarely/Never,Monthly reader (few times a month),Food quality,"Fresh Juices/Smoothies|Specialty Coffee (Flat White, Cortado, Macchiato)","Desserts (cakes, brownies)|International cuisine options|No food, just beverages|Salads",Fiction - Mystery/Thriller|Non-Fiction - History/Politics|Other|Poetry|Religious/Spiritual,25,42,0,Definitely not,Definitely won't visit,Probably not
361,35-44,Female,Full-time employed,"50,001 - 75,000",High School or below,2-3 times per week,Monthly reader (few times a month),"Relaxation and ""me-time""|Work/study in a different environment","Hot Chocolate|Tea (Black, Green, Herbal)","International cuisine options|Pastries (croissants, muffins)",Comics/Graphic Novels|Fiction - Contemporary/Romance|Fiction - Mystery/Thriller|Fiction - Science Fiction/Fantasy|Non-Fiction - Science/Technology,46,106,481,"Yes, depending on price",Definitely will visit,Definitely yes
362,25-34,Female,Full-time employed,"35,001 - 50,000",Bachelor's Degree,2-3 times per week,Non-reader,Business meetings,"Espresso-based (Cappuccino, Latte, Americano)|Specialty Coffee (Flat White, Cortado, Macchiato)","International cuisine options|No food, just beverages|Traditional Arabic sweets",Unknown,41,73,0,Probably not,Definitely will visit,Probably yes
363,35-44,Female,Full-time employed,"10,001 - 20,000",Diploma/Vocational Training,2-3 times per month,Rare reader (few times a year),Business meetings|Coffee/beverages quality,"Arabic/Turkish Coffee|Filter/Drip Coffee|Specialty Coffee (Flat White, Cortado, Macchiato)","Breakfast items|Pastries (croissants, muffins)|Traditional Arabic sweets",Unknown,28,44,0,Definitely not,Probably will visit,Probably yes
364,35-44,Female,Full-time employed,"35,001 - 50,000",Other,Once a week,Monthly reader (few times a month),Work/study in a different environment,"Arabic/Turkish Coffee|Flavored Coffee (Vanilla, Caramel, Hazelnut)","Desserts (cakes, brownies)|Pastries (croissants, muffins)|Traditional Arabic sweets",Fiction - Literary|Fiction - Mystery/Thriller|Non-Fiction - Biography/Memoir|Non-Fiction - History/Politics|Non-Fiction - Science/Technology,56,93,315,Maybe,Probably will visit,Probably yes
365,25-34,Male,Unemployed,"10,001 - 20,000",Bachelor's Degree,2-3 times per month,Regular reader (3-5 times per week),Free WiFi|Social meetings with friends/colleagues,"Filter/Drip Coffee|Flavored Coffee (Vanilla, Caramel, Hazelnut)|Hot Chocolate|Non-caffeinated beverages only","No food, just beverages|Pastries (croissants, muffins)|Traditional Arabic sweets|Vegan/Healthy options",Fiction - Literary|Non-Fiction - Biography/Memoir|Non-Fiction - Science/Technology|Other|Religious/Spiritual,27,38,0,Probably not,Definitely will visit,Definitely yes
366,35-44,Male,Self-employed/Business owner,"5,000 - 10,000",Bachelor's Degree,4-6 times per week,Daily reader (read every day),Free WiFi|Work/study in a different environment,"Cold Brew/Iced Coffee|Filter/Drip Coffee|Specialty Coffee (Flat White, Cortado, Macchiato)",Sandwiches/Wraps|Traditional Arabic sweets,Children's/Young Adult|Fiction - Contemporary/Romance|Fiction - Mystery/Thriller|Non-Fiction - Biography/Memoir,19,33,93,"Yes, definitely",Definitely will visit,Definitely yes
367,25-34,Male,Full-time employed,"Above 75,000",High School or below,4-6 times per week,Regular reader (3-5 times per week),"Relaxation and ""me-time""","Espresso-based (Cappuccino, Latte, Americano)|Tea (Black, Green, Herbal)","Breakfast items|Desserts (cakes, brownies)",Children's/Young Adult|Fiction - Contemporary/Romance|Fiction - Mystery/Thriller|Fiction - Science Fiction/Fantasy,61,165,277,"Yes, depending on price",Probably will visit,Maybe
368,35-44,Female,Homemaker,"10,001 - 20,000",Master's Degree,Once a month,Regular reader (3-5 times per week),Coffee/beverages quality,Arabic/Turkish Coffee|Fresh Juices/Smoothies,"Desserts (cakes, brownies)|Salads|Traditional Arabic sweets|Vegan/Healthy options",Comics/Graphic Novels|Fiction - Contemporary/Romance|Non-Fiction - Biography/Memoir|Religious/Spiritual,21,44,0,Probably not,Definitely will visit,Definitely yes
369,18-24,Female,Student,"5,000 - 10,000",Bachelor's Degree,2-3 times per month,Monthly reader (few times a month),Ambiance and interior design|Work/study in a different environment,"Arabic/Turkish Coffee|Hot Chocolate|Non-caffeinated beverages only|Tea (Black, Green, Herbal)",International cuisine options|Salads,Fiction - Mystery/Thriller|Non-Fiction - Biography/Memoir|Non-Fiction - History/Politics|Other|Religious/Spiritual,16,21,131,"Yes, depending on price",Might visit,Maybe
370,55+,Female,Homemaker,"Less than 5,000",Diploma/Vocational Training,Rarely/Never,Occasional reader (1-2 times per week),"Coffee/beverages quality|Relaxation and ""me-time""","Flavored Coffee (Vanilla, Caramel, Hazelnut)|Hot Chocolate|Non-caffeinated beverages only","Desserts (cakes, brownies)|International cuisine options|Sandwiches/Wraps",Fiction - Literary|Non-Fiction - Business/Self-Help|Other|Poetry,11,25,0,Probably not,Probably will visit,Probably yes
371,35-44,Male,Self-employed/Business owner,Prefer not to say,High School or below,4-6 times per week,Rare reader (few times a year),Ambiance and interior design,"Filter/Drip Coffee|Specialty Coffee (Flat White, Cortado, Macchiato)",Breakfast items|Sandwiches/Wraps,Unknown,33,48,0,Definitely not,Might visit,Maybe
372,35-44,Male,Full-time employed,"50,001 - 75,000",Bachelor's Degree,2-3 times per week,Non-reader,Free WiFi,"Arabic/Turkish Coffee|Espresso-based (Cappuccino, Latte, Americano)|Fresh Juices/Smoothies|Specialty Coffee (Flat White, Cortado, Macchiato)",International cuisine options|Salads|Traditional Arabic sweets|Vegan/Healthy options,Unknown,43,75,274,"Yes, depending on price",Might visit,Probably not
373,35-44,Female,Homemaker,"35,001 - 50,000",Other,Once a week,Occasional reader (1-2 times per week),Ambiance and interior design|Social meetings with friends/colleagues,"Non-caffeinated beverages only|Tea (Black, Green, Herbal)","Light snacks (cookies, biscuits)|No food, just beverages|Salads|Traditional Arabic sweets",Non-Fiction - Business/Self-Help|Non-Fiction - History/Politics|Non-Fiction - Science/Technology,41,87,273,"Yes, depending on price",Probably will visit,Definitely yes
374,35-44,Female,Full-time employed,"Less than 5,000",Master's Degree,Once a month,Regular reader (3-5 times per week),"Relaxation and ""me-time""|Work/study in a different environment","Flavored Coffee (Vanilla, Caramel, Hazelnut)|Hot Chocolate","Breakfast items|Desserts (cakes, brownies)|No food, just beverages|Vegan/Healthy options",Children's/Young Adult|Comics/Graphic Novels|Non-Fiction - Business/Self-Help|Non-Fiction - Science/Technology,25,38,0,Probably not,Might visit,Probably not
375,25-34,Male,Full-time employed,"35,001 - 50,000",Diploma/Vocational Training,Once a month,Occasional reader (1-2 times per week),Coffee/beverages quality|Food quality,"Cold Brew/Iced Coffee|Non-caffeinated beverages only|Tea (Black, Green, Herbal)","Pastries (croissants, muffins)|Sandwiches/Wraps|Vegan/Healthy options",Fiction - Literary|Poetry,56,110,0,Definitely not,Might visit,Probably not
376,18-24,Male,Full-time employed,"20,001 - 35,000",Bachelor's Degree,2-3 times per week,Daily reader (read every day),"Relaxation and ""me-time""",Arabic/Turkish Coffee|Filter/Drip Coffee,Salads|Sandwiches/Wraps|Traditional Arabic sweets,Comics/Graphic Novels|Fiction - Literary|Religious/Spiritual,33,65,178,"Yes, definitely",Might visit,Maybe
377,35-44,Male,Self-employed/Business owner,"35,001 - 50,000",Bachelor's Degree,Daily,Regular reader (3-5 times per week),"Ambiance and interior design|Relaxation and ""me-time""","Cold Brew/Iced Coffee|Espresso-based (Cappuccino, Latte, Americano)|Hot Chocolate|Specialty Coffee (Flat White, Cortado, Macchiato)","Pastries (croissants, muffins)|Sandwiches/Wraps",Children's/Young Adult|Fiction - Science Fiction/Fantasy|Non-Fiction - History/Politics|Non-Fiction - Science/Technology,60,126,254,"Yes, definitely",Definitely will visit,Definitely yes
378,25-34,Female,Full-time employed,"35,001 - 50,000",Master's Degree,2-3 times per week,Occasional reader (1-2 times per week),"Ambiance and interior design|Relaxation and ""me-time""","Espresso-based (Cappuccino, Latte, Americano)|Flavored Coffee (Vanilla, Caramel, Hazelnut)","International cuisine options|Light snacks (cookies, biscuits)|Salads|Traditional Arabic sweets",Comics/Graphic Novels|Non-Fiction - History/Politics,43,60,151,"Yes, depending on price",Definitely will visit,Probably yes
379,25-34,Male,Full-time employed,"20,001 - 35,000",Master's Degree,2-3 times per week,Monthly reader (few times a month),Ambiance and interior design|Business meetings,"Filter/Drip Coffee|Non-caffeinated beverages only|Tea (Black, Green, Herbal)","Breakfast items|Pastries (croissants, muffins)",Children's/Young Adult|Non-Fiction - History/Politics|Other|Poetry,37,65,0,Probably not,Definitely will visit,Definitely yes
380,45-54,Female,Full-time employed,"10,001 - 20,000",Diploma/Vocational Training,2-3 times per month,Rare reader (few times a year),Coffee/beverages quality,"Arabic/Turkish Coffee|Espresso-based (Cappuccino, Latte, Americano)|Filter/Drip Coffee","Breakfast items|Light snacks (cookies, biscuits)|Pastries (croissants, muffins)|Vegan/Healthy options",Unknown,27,55,0,Probably not,Definitely will visit,Definitely yes
